run,condition,avg_dc,avg_ic,avg_total_dc,avg_total_ic,avg_total_c,avg_perc_junk1,avg_perc_junk2,final_dc,final_ic,final_total_dc,final_total_ic,final_total_c,final_perc_junk1,final_perc_junk2,init_dc,init_ic,init_total_dc,init_total_ic,init_perc_junk1,init_perc_junk2
115.00,1.00,-37328296.44,-61443838.25,136155611.88,169010466.99,305166078.87,18.29,17.90,-77127182.71,-109463657.63,135542531.14,173044683.48,308587214.62,10.00,10.00,20670865.41,6420967.52,154675103.49,184430869.90,97.00,93.00
116.00,1.00,-37943558.72,-62172885.91,136035245.98,168938834.78,304974080.76,18.29,17.90,-77277615.53,-109641911.20,135513101.44,173027169.26,308540270.70,10.00,10.00,20102563.65,5747565.16,154563924.64,184364705.08,97.00,93.00
117.00,1.00,-36698707.23,-60697814.05,136278780.61,169083767.23,305362547.84,18.29,17.90,-77043608.92,-109364627.87,135558880.97,173054413.60,308613294.57,10.00,10.00,21021875.33,6836892.52,154743772.78,184471736.40,97.00,93.00
118.00,1.00,-37163536.69,-61248608.15,136187844.41,169029649.23,305217493.64,18.29,17.90,-76843031.83,-109126956.44,135598120.56,173077765.88,308675886.44,10.00,10.00,20269711.22,5945624.68,154596624.30,184384165.32,97.00,93.00
119.00,1.00,-37532853.24,-61686225.37,136115593.72,168986651.36,305102245.08,18.29,17.90,-77461477.87,-109859776.67,135477131.81,173005763.00,308482894.81,10.00,10.00,20654150.66,6401161.57,154671833.52,184428923.88,97.00,93.00
120.00,1.00,-36441618.34,-60393179.65,136329075.80,169113698.93,305442774.73,18.29,17.90,-76492021.91,-108711031.45,135666789.85,173118632.39,308785422.24,10.00,10.00,21138878.63,6975534.18,154766662.54,184485358.57,97.00,93.00
121.00,1.00,-37713531.82,-61900318.28,136080246.95,168965615.77,305045862.72,18.29,17.90,-77795773.02,-110255895.71,135411732.49,172966842.52,308378575.01,10.00,10.00,20236281.71,5906012.77,154590084.37,184380273.28,97.00,93.00
122.00,1.00,-37743777.57,-61936157.63,136074329.86,168962094.40,305036424.26,18.29,17.90,-77344474.56,-109721135.00,135500021.58,173019385.16,308519406.74,10.00,10.00,19433973.33,4955327.08,154433125.99,184286864.12,97.00,93.00
123.00,1.00,-37058472.50,-61124113.59,136208398.48,169041881.38,305250279.86,18.29,17.90,-77227471.26,-109582493.34,135522911.34,173033007.33,308555918.67,10.00,10.00,20854727.75,6638833.00,154711073.12,184452276.16,97.00,93.00
124.00,1.00,-37598916.33,-61764506.04,136102669.57,168978959.94,305081629.51,18.29,17.90,-77244186.01,-109602299.29,135519641.37,173031061.31,308550702.68,10.00,10.00,19952130.83,5569311.59,154534494.94,184347190.87,97.00,93.00
125.00,1.00,-36596826.80,-60577092.06,136298711.83,169095628.71,305394340.54,18.29,17.90,-76792887.55,-109067538.59,135607930.46,173083603.96,308691534.42,10.00,10.00,22058190.31,8064861.54,154946510.69,184592389.89,97.00,93.00
126.00,1.00,-37348194.97,-61467416.76,136151719.06,169008150.30,305159869.36,18.29,17.90,-77678769.72,-110117254.04,135434622.25,172980464.68,308415086.93,10.00,10.00,20787868.72,6559609.19,154697993.25,184444492.07,97.00,93.00
127.00,1.00,-37358542.20,-61479677.59,136149694.80,169006945.62,305156640.42,18.29,17.90,-77812487.78,-110275701.66,135408462.52,172964896.49,308373359.01,10.00,10.00,20854727.75,6638833.00,154711073.12,184452276.16,97.00,93.00
128.00,1.00,-36872222.34,-60903418.70,136244835.25,169063565.65,305308400.90,18.29,17.90,-76441877.64,-108651613.60,135676599.75,173124470.46,308801070.21,10.00,10.00,21740609.91,7688548.45,154884381.33,184555415.44,97.00,93.00
129.00,1.00,-36824465.89,-60846830.27,136254178.01,169069125.72,305323303.73,18.29,17.90,-76024008.69,-108156464.80,135758348.91,173173121.06,308931469.97,10.00,10.00,21372885.24,7252817.51,154812442.07,184512602.91,97.00,93.00
130.00,1.00,-38382122.13,-62692556.36,135949448.30,168887774.81,304837223.11,18.29,17.90,-78180212.45,-110711432.60,135336523.26,172922083.96,308258607.22,10.00,10.00,17912930.37,3152985.44,154135559.06,184109775.94,97.00,93.00
131.00,1.00,-36858691.34,-60887385.31,136247482.36,169065141.00,305312623.36,18.29,17.90,-76542166.18,-108770449.31,135656979.95,173112794.32,308769774.27,10.00,10.00,20787868.72,6559609.19,154697993.25,184444492.07,97.00,93.00
132.00,1.00,-36971714.94,-61021311.27,136225371.16,169051982.17,305277353.33,18.29,17.90,-77127182.71,-109463657.63,135542531.14,173044683.48,308587214.62,10.00,10.00,19851842.28,5450475.88,154514875.14,184335514.72,97.00,93.00
133.00,1.00,-36247408.77,-60163053.35,136367069.70,169136309.88,305503379.58,18.29,17.90,-77227471.26,-109582493.34,135522911.34,173033007.33,308555918.67,10.00,10.00,21774039.43,7728160.36,154890921.26,184559307.48,97.00,93.00
134.00,1.00,-37736614.10,-61927669.36,136075731.28,168962928.41,305038659.69,18.29,17.90,-77695484.48,-110137060.00,135431352.28,172978518.66,308409870.94,10.00,10.00,20771153.96,6539803.24,154694723.29,184442546.04,97.00,93.00
135.00,1.00,-37789146.20,-61989916.64,136065454.24,168956812.33,305022266.57,18.29,17.90,-76909890.86,-109206180.25,135585040.70,173069981.79,308655022.49,10.00,10.00,19885271.79,5490087.78,154521415.08,184339406.77,97.00,93.00
136.00,1.00,-38189504.44,-62464316.35,135987130.77,168910200.42,304897331.19,18.29,17.90,-77912776.33,-110394537.37,135388842.72,172953220.35,308342063.07,10.00,10.00,18965960.11,4400760.42,154341566.94,184232375.45,97.00,93.00
137.00,1.00,-36544294.71,-60514844.78,136308988.87,169101744.78,305410733.65,18.29,17.90,-75840146.36,-107938599.32,135794318.54,173194527.32,308988845.86,10.00,10.00,21456459.03,7351847.27,154828791.90,184522333.03,97.00,93.00
138.00,1.00,-37883863.16,-62102150.37,136046924.43,168945784.86,304992709.29,18.29,17.90,-77244186.01,-109602299.29,135519641.37,173031061.31,308550702.68,10.00,10.00,20403429.29,6104072.29,154622784.03,184399733.52,97.00,93.00
139.00,1.00,-37210497.20,-61304253.44,136178657.36,169024181.83,305202839.19,18.29,17.90,-77779058.26,-110236089.76,135415002.45,172968788.54,308383790.99,10.00,10.00,20169422.68,5826788.96,154577004.50,184372489.18,97.00,93.00
140.00,1.00,-37753328.86,-61947475.31,136072461.31,168960982.38,305033443.69,18.29,17.90,-77779058.26,-110236089.76,135415002.45,172968788.54,308383790.99,10.00,10.00,19433973.33,4955327.08,154433125.99,184286864.12,97.00,93.00
141.00,1.00,-37061656.26,-61127886.16,136207775.63,169041510.71,305249286.34,18.29,17.90,-76759458.04,-109027926.68,135614470.39,173087496.00,308701966.39,10.00,10.00,21272596.70,7133981.80,154792822.27,184500926.76,97.00,93.00
142.00,1.00,-38670252.72,-63033973.25,135893080.31,168854229.07,304747309.38,18.29,17.90,-77896061.57,-110374731.42,135392112.69,172955166.37,308347279.06,10.00,10.00,18631664.96,4004641.38,154276167.61,184193454.97,97.00,93.00
143.00,1.00,-37132495.00,-61211825.67,136193917.20,169033263.27,305227180.47,18.29,17.90,-77377904.08,-109760746.91,135493481.64,173015493.12,308508974.76,10.00,10.00,21222452.42,7074563.94,154783012.37,184495088.69,97.00,93.00
144.00,1.00,-36995593.17,-61049605.49,136220699.78,169049202.14,305269901.92,18.29,17.90,-77227471.26,-109582493.34,135522911.34,173033007.33,308555918.67,10.00,10.00,21255881.94,7114175.84,154789552.31,184498980.74,97.00,93.00
145.00,1.00,-37680102.30,-61860706.38,136086786.88,168969507.82,305056294.70,18.29,17.90,-76960035.13,-109265598.11,135575230.80,173064143.72,308639374.52,10.00,10.00,18280655.04,3588716.39,154207498.32,184152588.47,97.00,93.00
146.00,1.00,-37575834.05,-61737154.96,136107185.24,168981647.30,305088832.54,18.29,17.90,-76909890.86,-109206180.25,135585040.70,173069981.79,308655022.49,10.00,10.00,20754439.20,6519997.28,154691453.32,184440600.02,97.00,93.00
147.00,1.00,-37974600.41,-62209668.39,136029173.19,168935220.73,304964393.92,18.29,17.90,-77929491.09,-110414343.32,135385572.76,172951274.32,308336847.08,10.00,10.00,20871442.51,6658638.95,154714343.08,184454222.19,97.00,93.00
148.00,1.00,-36508477.37,-60472403.46,136315995.94,169105914.84,305421910.78,18.29,17.90,-75990579.18,-108116852.89,135764888.84,173177013.11,308941901.95,10.00,10.00,20269711.22,5945624.68,154596624.30,184384165.32,97.00,93.00
149.00,1.00,-37212089.08,-61306139.72,136178345.93,169023996.49,305202342.42,18.29,17.90,-76876461.34,-109166568.35,135591580.63,173073873.84,308665454.47,10.00,10.00,20704294.93,6460579.43,154681643.42,184434761.95,97.00,93.00
150.00,1.00,-37563099.00,-61722064.72,136109676.64,168983129.99,305092806.63,18.29,17.90,-77662054.96,-110097448.09,135437892.22,172982410.71,308420302.93,10.00,10.00,19968845.58,5589117.54,154537764.91,184349136.89,97.00,93.00
151.00,1.00,-38434654.23,-62754803.64,135939171.26,168881658.74,304820830.00,18.29,17.90,-77879346.81,-110354925.47,135395382.66,172957112.40,308352495.06,10.00,10.00,20052419.37,5688147.30,154554114.74,184358867.01,97.00,93.00
152.00,1.00,-38041459.45,-62288892.20,136016093.32,168927436.63,304943529.95,18.29,17.90,-78664940.43,-111285805.21,135241694.24,172865649.27,308107343.51,10.00,10.00,19400543.82,4915715.17,154426586.06,184282972.08,97.00,93.00
153.00,1.00,-37371277.25,-61494767.84,136147203.40,169005462.93,305152666.33,18.29,17.90,-77160612.22,-109503269.53,135535991.20,173040791.43,308576782.63,10.00,10.00,21840898.46,7807384.16,154904001.12,184567091.58,97.00,93.00
154.00,1.00,-38184728.80,-62458657.50,135988065.04,168910756.43,304898821.47,18.29,17.90,-77093753.19,-109424045.72,135549071.07,173048575.52,308597646.59,10.00,10.00,18080077.95,3351044.96,154168258.73,184129236.18,97.00,93.00
155.00,1.00,-38373366.78,-62682181.82,135951161.14,168888794.16,304839955.30,18.29,17.90,-77912776.33,-110394537.37,135388842.72,172953220.35,308342063.07,10.00,10.00,19484117.61,5014744.93,154442935.89,184292702.20,97.00,93.00
156.00,1.00,-38198259.79,-62474690.89,135985417.93,168909181.08,304894599.01,18.29,17.90,-77394618.83,-109780552.86,135490211.68,173013547.09,308503758.77,10.00,10.00,19918701.31,5529699.68,154527955.01,184343298.82,97.00,93.00
157.00,1.00,-36729748.93,-60734596.54,136272707.82,169080153.18,305352861.00,18.29,17.90,-76976749.89,-109285404.06,135571960.83,173062197.69,308634158.52,10.00,10.00,21088734.36,6916116.32,154756852.64,184479520.50,97.00,93.00
158.00,1.00,-37856801.17,-62070083.59,136052218.66,168948935.57,305001154.23,18.29,17.90,-77545051.65,-109958806.43,135460781.98,172996032.88,308456814.86,10.00,10.00,21205737.66,7054757.99,154779742.41,184493142.67,97.00,93.00
159.00,1.00,-37251886.12,-61353296.75,136170560.30,169019363.10,305189923.40,18.29,17.90,-77294330.29,-109661717.15,135509831.47,173025223.24,308535054.71,10.00,10.00,21189022.91,7034952.04,154776472.44,184491196.64,97.00,93.00
160.00,1.00,-36646175.14,-60635566.78,136289057.65,169089883.30,305378940.95,18.29,17.90,-77394618.83,-109780552.86,135490211.68,173013547.09,308503758.77,10.00,10.00,22141764.10,8163891.30,154962860.52,184602120.01,97.00,93.00
161.00,1.00,-37305214.16,-61416487.17,136160127.55,169013154.36,305173281.91,18.29,17.90,-77377904.08,-109760746.91,135493481.64,173015493.12,308508974.76,10.00,10.00,20453573.56,6163490.15,154632593.93,184405571.59,97.00,93.00
162.00,1.00,-36762382.50,-60773265.30,136266323.60,169076353.80,305342677.40,18.29,17.90,-77010179.40,-109325015.96,135565420.90,173058305.64,308623726.54,10.00,10.00,22275482.17,8322338.92,154989020.25,184617688.20,97.00,93.00
163.00,1.00,-37488280.56,-61633409.50,136124313.63,168991840.76,305116154.39,18.29,17.90,-77862632.05,-110335119.52,135398652.62,172959058.42,308357711.04,10.00,10.00,20637435.90,6381355.62,154668563.56,184426977.85,97.00,93.00
164.00,1.00,-37163536.69,-61248608.15,136187844.41,169029649.23,305217493.64,18.29,17.90,-76893176.10,-109186374.30,135588310.66,173071927.81,308660238.47,10.00,10.00,19066248.66,4519596.13,154361186.73,184244051.60,97.00,93.00
165.00,1.00,-35723679.69,-59542466.85,136469528.64,169197285.30,305666813.94,18.29,17.90,-75973864.42,-108097046.94,135768158.81,173178959.13,308947117.94,10.00,10.00,23295082.39,9530501.99,155188488.19,184736395.67,97.00,93.00
166.00,1.00,-36276062.64,-60197006.41,136361464.04,169132973.84,305494437.88,18.29,17.90,-77110467.95,-109443851.68,135545801.10,173046629.50,308592430.60,10.00,10.00,21606891.85,7530100.84,154858221.60,184539847.24,97.00,93.00
167.00,1.00,-37458034.80,-61597570.16,136130230.72,168995362.14,305125592.86,18.29,17.90,-76976749.89,-109285404.06,135571960.83,173062197.69,308634158.52,10.00,10.00,19684694.70,5252416.36,154482175.48,184316054.48,97.00,93.00
168.00,1.00,-37033002.39,-61093933.09,136213381.29,169044846.75,305258228.04,18.29,17.90,-76960035.13,-109265598.11,135575230.80,173064143.72,308639374.52,10.00,10.00,21105449.12,6935922.28,154760122.61,184481466.52,97.00,93.00
169.00,1.00,-38363019.55,-62669920.99,135953185.40,168889998.84,304843184.24,18.29,17.90,-77996350.12,-110493567.13,135372492.89,172943490.23,308315983.12,10.00,10.00,19266825.75,4757267.56,154400426.33,184267403.88,97.00,93.00
170.00,1.00,-36818098.36,-60839285.14,136255423.71,169069867.06,305325290.77,18.29,17.90,-76843031.83,-109126956.44,135598120.56,173077765.88,308675886.44,10.00,10.00,21222452.42,7074563.94,154783012.37,184495088.69,97.00,93.00
171.00,1.00,-37715123.70,-61902204.56,136079935.52,168965430.44,305045365.96,18.29,17.90,-77829202.54,-110295507.61,135405192.56,172962950.47,308368143.03,10.00,10.00,20369999.77,6064460.39,154616244.10,184395841.47,97.00,93.00
172.00,1.00,-37652244.37,-61827696.46,136092236.82,168972751.19,305064988.01,18.29,17.90,-77996350.12,-110493567.13,135372492.89,172943490.23,308315983.12,10.00,10.00,19868557.04,5470281.83,154518145.11,184337460.75,97.00,93.00
173.00,1.00,-38268302.59,-62557687.26,135971715.21,168901026.31,304872741.52,18.29,17.90,-77712199.23,-110156865.95,135428082.32,172976572.64,308404654.96,10.00,10.00,19952130.83,5569311.59,154534494.94,184347190.87,97.00,93.00
174.00,1.00,-37987335.47,-62224758.64,136026681.79,168933738.05,304960419.84,18.29,17.90,-77996350.12,-110493567.13,135372492.89,172943490.23,308315983.12,10.00,10.00,19517547.12,5054356.84,154449475.82,184296594.24,97.00,93.00
175.00,1.00,-38652742.02,-63013224.16,135896505.99,168856267.76,304752773.75,18.29,17.90,-78698369.95,-111325417.12,135235154.31,172861757.22,308096911.53,10.00,10.00,19383829.06,4895909.22,154423316.09,184281026.05,97.00,93.00
176.00,1.00,-37291683.17,-61400453.78,136162774.66,169014729.71,305177504.37,18.29,17.90,-77143897.47,-109483463.58,135539261.17,173042737.45,308581998.62,10.00,10.00,20587291.62,6321937.76,154658753.66,184421139.78,97.00,93.00
177.00,1.00,-37300438.51,-61410828.33,136161061.83,169013710.37,305174772.20,18.29,17.90,-76943320.37,-109245792.16,135578500.76,173066089.74,308644590.50,10.00,10.00,20085848.89,5727759.20,154560654.67,184362759.06,97.00,93.00
178.00,1.00,-37854413.35,-62067254.16,136052685.80,168949213.57,305001899.37,18.29,17.90,-77929491.09,-110414343.32,135385572.76,172951274.32,308336847.08,10.00,10.00,19751553.73,5331640.16,154495255.35,184323838.58,97.00,93.00
179.00,1.00,-35633738.38,-59435891.97,136487124.17,169207756.76,305694880.93,18.29,17.90,-75856861.11,-107958405.28,135791048.57,173192581.30,308983629.87,10.00,10.00,21991331.28,7985637.73,154933430.82,184584605.80,97.00,93.00
180.00,1.00,-36168610.63,-60069682.43,136382485.25,169145483.99,305527969.24,18.29,17.90,-76625739.97,-108869479.07,135640630.12,173103064.20,308743694.32,10.00,10.00,22242052.65,8282727.01,154982480.31,184613796.16,97.00,93.00
181.00,1.00,-37939579.02,-62168170.21,136036024.55,168939298.11,304975322.66,18.29,17.90,-77929491.09,-110414343.32,135385572.76,172951274.32,308336847.08,10.00,10.00,20102563.65,5747565.16,154563924.64,184364705.08,97.00,93.00
182.00,1.00,-37507383.14,-61656044.88,136120576.53,168989616.73,305110193.26,18.29,17.90,-78196927.21,-110731238.56,135333253.30,172920137.94,308253391.24,10.00,10.00,20570576.87,6302131.81,154655483.69,184419193.76,97.00,93.00
183.00,1.00,-37219252.55,-61314627.99,136176944.52,169023162.48,305200107.00,18.29,17.90,-77377904.08,-109760746.91,135493481.64,173015493.12,308508974.76,10.00,10.00,20637435.90,6381355.62,154668563.56,184426977.85,97.00,93.00
184.00,1.00,-38421123.23,-62738770.25,135941818.38,168883234.09,304825052.47,18.29,17.90,-77545051.65,-109958806.43,135460781.98,172996032.88,308456814.86,10.00,10.00,18999389.63,4440372.32,154348106.87,184236267.50,97.00,93.00
185.00,1.00,-38290588.93,-62584095.20,135967355.26,168898431.61,304865786.87,18.29,17.90,-78029779.63,-110533179.04,135365952.96,172939598.18,308305551.14,10.00,10.00,19300255.27,4796879.46,154406966.26,184271295.93,97.00,93.00
186.00,1.00,-38284221.40,-62576550.07,135968600.96,168899172.95,304867773.91,18.29,17.90,-78063209.15,-110572790.94,135359413.03,172935706.13,308295119.16,10.00,10.00,19952130.83,5569311.59,154534494.94,184347190.87,97.00,93.00
187.00,1.00,-38331977.86,-62633138.51,135959258.20,168893612.88,304852871.08,18.29,17.90,-78297215.76,-110850074.27,135313633.50,172908461.80,308222095.30,10.00,10.00,19082963.42,4539402.08,154364456.70,184245997.62,97.00,93.00
188.00,1.00,-37022655.16,-61081672.27,136215405.55,169046051.43,305261456.98,18.29,17.90,-77060323.68,-109384433.82,135555611.00,173052467.57,308608078.57,10.00,10.00,20654150.66,6401161.57,154671833.52,184428923.88,97.00,93.00
189.00,1.00,-37771635.50,-61969167.55,136068879.92,168958851.02,305027730.94,18.29,17.90,-76759458.04,-109027926.68,135614470.39,173087496.00,308701966.39,10.00,10.00,19367114.30,4876103.27,154420046.12,184279080.03,97.00,93.00
190.00,1.00,-38380530.25,-62690670.08,135949759.72,168887960.15,304837719.87,18.29,17.90,-77829202.54,-110295507.61,135405192.56,172962950.47,308368143.03,10.00,10.00,20018989.86,5648535.40,154547574.81,184354974.96,97.00,93.00
191.00,1.00,-38569964.17,-62915137.54,135912700.11,168865905.21,304778605.32,18.29,17.90,-78079923.91,-110592596.89,135356143.06,172933760.11,308289903.17,10.00,10.00,18731953.50,4123477.09,154295787.41,184205131.12,97.00,93.00
192.00,1.00,-37809044.72,-62013495.15,136061561.42,168954495.64,305016057.06,18.29,17.90,-78280501.00,-110830268.32,135316903.47,172910407.82,308227311.29,10.00,10.00,19467402.85,4994938.98,154439665.92,184290756.17,97.00,93.00
193.00,1.00,-36902468.09,-60939258.04,136238918.16,169060044.27,305298962.43,18.29,17.90,-76609025.22,-108849673.12,135643900.09,173105010.22,308748910.31,10.00,10.00,21573462.34,7490488.93,154851681.67,184535955.20,97.00,93.00
194.00,1.00,-36853915.70,-60881726.47,136248416.64,169065697.01,305314113.65,18.29,17.90,-76909890.86,-109206180.25,135585040.70,173069981.79,308655022.49,10.00,10.00,21840898.46,7807384.16,154904001.12,184567091.58,97.00,93.00
195.00,1.00,-37405502.71,-61535322.88,136140507.75,169001478.21,305141985.96,18.29,17.90,-77077038.44,-109404239.77,135552341.03,173050521.55,308602862.58,10.00,10.00,21723895.16,7668742.50,154881111.36,184553469.41,97.00,93.00
196.00,1.00,-37405502.71,-61535322.88,136140507.75,169001478.21,305141985.96,18.29,17.90,-77394618.83,-109780552.86,135490211.68,173013547.09,308503758.77,10.00,10.00,19918701.31,5529699.68,154527955.01,184343298.82,97.00,93.00
197.00,1.00,-37081554.78,-61151464.67,136203882.81,169039194.01,305243076.82,18.29,17.90,-76726028.52,-108988314.78,135621010.33,173091388.05,308712398.38,10.00,10.00,20955016.30,6757668.71,154730692.92,184463952.31,97.00,93.00
198.00,1.00,-36592051.16,-60571433.22,136299646.11,169096184.72,305395830.83,18.29,17.90,-76609025.22,-108849673.12,135643900.09,173105010.22,308748910.31,10.00,10.00,20854727.75,6638833.00,154711073.12,184452276.16,97.00,93.00
199.00,1.00,-36803771.42,-60822308.61,136258226.54,169071535.08,305329761.62,18.29,17.90,-76843031.83,-109126956.44,135598120.56,173077765.88,308675886.44,10.00,10.00,21540032.82,7450877.03,154845141.73,184532063.15,97.00,93.00
